DATE,DEXUSEU
2022-05-23,1.0668
2022-05-24,1.0744
2022-05-25,1.0658
2022-05-26,1.0725
2022-05-27,1.0709
2022-05-30,.
2022-05-31,1.0731
2022-06-01,1.0646
2022-06-02,1.0733
2022-06-03,1.0721
2022-06-06,1.0699
2022-06-07,1.0697
2022-06-08,1.074
2022-06-09,1.0656
2022-06-10,1.0521
2022-06-13,1.0436
2022-06-14,1.0416
2022-06-15,1.0388
2022-06-16,1.0531
2022-06-17,1.0473
2022-06-20,.
2022-06-21,1.0548
2022-06-22,1.0583
2022-06-23,1.0503
2022-06-24,1.0539
2022-06-27,1.0601
2022-06-28,1.0534
2022-06-29,1.0477
2022-06-30,1.0469
2022-07-01,1.0409
